,case title,judges name(s),date of judgment,citation,issues,decision,cited cases
4211,Johri Singh vs Sukh Pal Singh & Ors,"Saikia, K.N. (J)","4 September, 1989"," 1989 AIR 2073, 1989 SCR  SUPL. (1)  17",section 115 cpc ; cpc section 115 filter: order 1 rule 10 (2) of cpc order 22 rule 4 (4) cpc ; cpc section 115 filter: order 1 rule 10 (2) of cpc order 22 rule 4 (4) cpc ; section 115 code of civil procedure ; section 148 cpc ; ,0,"{'naguba appa v. namdev ': 0.8, 'dattaraya v. shaikh mahboob shaikh ali ': 0.8, 'sulleh singh v. sohan lal ': 0.8, 'b] jogdhayan v. babu ram & ors ': 0.8, 'c] jang singh v. brijlal & ors ': 0.8, 'labh singh v. hardayal ': 0.8, 'gobardhan singh v. barsati ': 1.0, 'mahanth ram das v. ganga das ': 1.0, 'ganesh prasad sah kesari v. lakshmi narayan gupta ': 1.0, 'e] keshardeo chamria v. radha kissen chamria & ors ': 1.0, 'labh singh v. hardayal & anr ': 1.0, 'in jang singh v. briflal and ors ': 1.0, 'in dattaraya v. shaikh mahboob shaikh ali ': 1.0, 'labh singh & anr. v. hardayal and anr ': 1.0, 'in jogdhayan v. babu ram & ors ': 1.0, 'keshardeo chamria v. radha kissen chamria and 32 others ': 1.0, 'in ganesh prasad sah kesari and another v. lakshmi narayan gupta ': 1.0}"
4212,Firm Ganpat Ram Rajkumar vs Kalu Ram & Ors,"Mukharji, Sabyasachi (J)","22 September, 1989"," 1989 AIR 2285, 1989 SCR  SUPL. (1) 223","Section 20 in the Contempt of Courts Act, 1971 ; ",0,"{'e] babu ram gupta v. sudhir bhasin & anr ': 1.0, 'thackar hariram motiram v. balkrishan chatrathu thacker judgment ': 1.0}"
4213,Life Insurance Corporation Of ... vs Gangadhar Vishwanath Ranade ...,"Verma, Jagdish Saran (J)","8 September, 1989"," 1990 AIR  185, 1989 SCR  SUPL. (1)  97","Section 226 in The Income- Tax Act, 1995 ; Section 225 in The Income- Tax Act, 1995 ; ",0,{}
4214,Rakapalli Raja Rama Gopala Rao vs Naragani Govinda Sehararao & Anr,"Ahmadi, A.M. (J)","12 September, 1989"," 1989 AIR 2185, 1989 SCR  SUPL. (1) 115",,0,{}
4215,"Collector Of Customs, Bombay vs K. Mohan & Co. Exports","Rangnathan, S.","25 September, 1989"," 1989 AIR 2250, 1989 SCR  SUPL. (1) 231","Section 3 in The Customs Tariff Act, 1975 ; ",0,"{'precise impex p. ltd. v. collector ': 0.8, 'continental marketing p. ltd. v. union ': 0.8, 'export india corporation p. ltd. v. collector ': 1.0, 'export india corpn. p. ltd. v. collector ': 1.0, 'collector v. fancy dyeing and printing ': 1.0}"
4216,Wall Mohammad (Deceased) By L.Rs vs Ram Surat & Ors,"Kania, M.H.","21 September, 1989"," 1989 AIR 2296, 1989 SCR  SUPL. (1) 211",,0,"{'d] bachan & anr. v. kankar & ors ': 0.8, 'vishwa vijai bharti v. fakhrul hasan & ors ': 0.8, 'bachan and another v. kankar and others ': 1.0, 'vishwa vijai bharti v. fakhrul hasan and others ': 1.0}"
4217,P.C. Raja Ratnam Institution vs Municipal Corporation Of Delhi & ...,"Sharma, L.M. (J)","6 September, 1989"," 1990 AIR  816, 1989 SCR  SUPL. (1)  66",Article 226 in The Constitution Of India 1949 ; Article 32 in The Constitution Of India 1949 ; ,0,{}
4218,Ram Sukh And Ors. vs State Of Rajasthan And Ors.,"A Ahmadi, K J Shetty","26 September, 1989"," AIR 1990 SC 592, 1989 (59) FLR 685, JT 1989 (4) SC 8, 1990 LABLC 526, (1990) ILLJ 107 SC, 1989 (2) SCALE 801, 1989 SUPP (2) SCC 189, 1989 (2) UJ 633 SC",Article 32 in The Constitution Of India 1949 ; ,0,{'in andhra kesari education society v. director of school education ': 1.0}
4219,Asom Rashtrabhasha Prachar ... vs State Of Assam And Others,"Oza, G.L. (J)","19 September, 1989"," 1989 AIR 2126, 1989 SCR  SUPL. (1) 160","Section 3 in the Drugs (Control) Act, 1950 ; article 19 c ; ",0,"{'damyanti narang v. the union of india and others ': 1.0, 'damyanti naranga v. the union of india and others ': 1.0}"
4220,"Collector Of Central Excise, ... vs Ashoka Mills Ltd. Etc. Etc","Rangnathan, S.","8 September, 1989"," 1990 AIR   33, 1989 SCR  SUPL. (1)  86",,0,{'crown spinning & manufacturing co. ltd. v. collector ': 1.0}
4221,Koch Navigation Inc vs Hindustan Petroleum Corpn. Ltd,"Mukharji, Sabyasachi (J)","7 September, 1989"," 1989 AIR 2198, 1989 SCR  SUPL. (1)  70","Section 6 in The Maintenance Orders Enforcement Act, 1921 ; ",0,{'renusagar power co. ltd. v. general electric co. & anr ': 1.0}
4222,"Ahmedhussain Shaikhhussain (C) ... vs Commissioner Of Police, ...",Misra Rangnath,"19 September, 1989"," 1989 AIR 2274, 1989 SCR  SUPL. (1) 177",,0,"{'ramesh yadav v. district magistrate ': 0.8, 'binod singh v. district magistrate, dhanbad, bihar & ors ': 0.8, 'smt. shashi aggarwal v. state of u.p ': 0.8, 'abdul razak abdul wahib sheikh v. shri s.n. sinha, commissioner of police, ahmedabad & anr.,, j.t ': 1.0, 'rarnesh yadav v. district magistrate, etah & ors ': 1.0, 'in smt. shashi aggarwal v. state of u.p. & ors ': 1.0, ""wahib sheikh v. shri s.n. sinha, 'commissioner of police, ahmeda "": 1.0}"
4223,Smt. Bimla Rani vs Union Of India And Others,"Dutt, M.M. (J)","25 September, 1989"," 1989 SCR, SUPL. (1) 241  1989 SCC  (4) 509","Section 307 in The Indian Penal Code ; Section 3 in The National Security Act, 1980 ; ",0,"{'b] alijan mian v. district magistrate ': 0.8, 'ayya v. state of u.p. and another ': 0.8, 'ramesh yadav v. district magistrate, etah ': 1.0, 'smt. shashi aggarwal v. state of u.p. and others ': 1.0, 'alijan mian v. district magistrate, dhanbad ': 1.0}"
4224,N.E. Horo vs Leander Tiru And Ors.,"A Ahmadi, K J Shetty","5 September, 1989"," AIR 1989 SC 2023, JT 1989 (3) SC 592, 1989 (2) SCALE 468, (1989) 4 SCC 364, 1990 (1) UJ 20 SC","Section 97 in The Representation of the People Act, 1951 ; Section 81 in The Representation of the People Act, 1951 ; ",0,{'p.k.k. shamsudeen v. k.a.m. mappillai mohindeed and ors ': 1.0}
4225,Ex Naib Subedar Katar Singh vs Union Of India (Uoi) And Ors.,"A Ahmadi, K J Shetty","26 September, 1989"," AIR 1990 SC 17, JT 1989 (4) SC 19, 1989 (2) SCALE 669, 1989 SUPP (2) SCC 104, 1990 (1) UJ 17 SC",,0,{}
4226,Owners And Parties Interested In ... vs Fernandeo Lopez & Ors,"Verma, Jagdish Saran (J)","19 September, 1989"," 1989 AIR 2206, 1989 SCR  SUPL. (1) 187",Article 136 in The Constitution Of India 1949 ; ,1,"{'ganesh prasad sah desari & anr. v. lakshmi narayan gupta ': 1.0, 'govindlal chagganlal patel v. the agricultural produce market committee, godhra & ors ': 1.0, 'govindlal chagganlal patel v. the agricultural produce market committee, godhra and others ': 1.0}"
4227,Idul Hasan & Ors vs Rajindra Kumar Jain,"Mukharji, Sabyasachi (J)","1 September, 1989"," 1990 AIR  678, 1989 SCR  SUPL. (1)	8","Section 3 in The Election Laws (Amendment) Act, 2003 ; ",0,"{'babu manmohan das shah & ors. v. bishun das ': 1.0, 'qudrat ullah v. municipal board, bareilly ': 1.0, 'qudrat ullah v. municipal board, barejify ': 1.0}"
4228,Kanthimathy Plantations Pvt- Ltd vs State Of Kerala & Ors,Misra Rangnath,"19 September, 1989"," 1990 AIR  761, 1989 SCR  SUPL. (1) 206",Article 254 in The Constitution Of India 1949 ; ,0,{'deep chand v. state of uttar pradesh & ors ': 1.0}
4229,Sri B. Rajgopala Rao & Anr vs Sri Appayya Dora Hanumanthu & Ors,"Kania, M.H.","29 September, 1989"," 1990 AIR 1889, 1989 SCR  SUPL. (1) 335",,0,"{'ghasi ram v. dal singh & ors ': 0.8, 'bhanu kumar shastri v. mohal lal sukhadia & ors ': 0.8, 'harjit singh mann v. s. umrao singh & ors ': 0.8, 'ghasi ram v. dal singh and others ': 1.0, 'bhanu kumar shastri v. mohan lal sukhadia and others ': 1.0, 'harjit singh mann v. s. umrao singh and others ': 1.0, 'h.v. kamath v. ch. nitiraj singh ': 1.0}"
4230,State Of Gujarat & Anr vs Patel Naranbhai Nathubai & Ors,Misra Rangnath,"26 September, 1989"," 1989 SCR, SUPL. (1) 247  1989 SCC  (4) 633","Section 6 in The Land Acquisition Act, 1894 ; ",0,"{'valji mulji v. state ': 0.8, 'gujarat state transport corporation v. valji mulji soneji & ors ': 0.8, 'state of gujarat & anr. v. punjabhai mathubai & ors ': 1.0, 'state of gujarat & anr. v. punjabai nathubhai & ors ': 1.0}"
4231,Kantaben Manibhai Amin And ... vs The Special Land Acquisition ...,"L Sharma, T K Thommen","27 September, 1989"," AIR 1990 SC 103 A, JT 1989 (4) SC 6, 1990 (1) UJ 1 SC","Section 18 in The Land Acquisition Act, 1894 ; Section 4 in The Land Acquisition Act, 1894 ; ",1,{}
4232,M. Narayanappa vs Government Of Karnataka And Anr.,"R Misra, G Oza","6 September, 1989", (1998) 8 SCC 321,,1,{}
4233,"Collector Of Central Excise, ... vs Punjab Anand Lamp Industries ...","Mukharji, Sabyasachi (J)","14 September, 1989"," 1989 SCR, SUPL. (1) 123  1989 SCC  SUPL.  (2) 490","Section 2 in The Salt Cess Act, 1953 ; ",1,{}
4234,Kantaben Manibhai Amin And Anr. vs Special Land Acquisition ...,"L Sharma, T Thommen","27 September, 1989"," AIR 1990 SC 103, (1990) 1 GLR 164 SC, 1989 (2) SCALE 689, (1989) 4 SCC 662","Section 18 in The Land Acquisition Act, 1894 ; Section 4 in The Land Acquisition Act, 1894 ; ",1,{}
4235,Balram And Ors. vs State Of M.P. And Ors.,"M Venkatachaliah, R Misra","26 September, 1989"," 1989 (59) FLR 721, 1989 (2) SCALE 667, 1989 SUPP (2) SCC 195 A, (1990) 1 UPLBEC 606",,1,{}
4236,Bhailal Hukamchand Shah And Anr. vs Narandas Shamji (Deceased) By His ...,"A Ahmadi, K J Shetty","12 September, 1989"," AIR 1989 SC 2193, JT 1989 (3) SC 666, 1989 (2) SCALE 560, 1990 SUPP (1) SCC 570, 1989 (2) UJ 570 SC",Article 136 in The Constitution Of India 1949 ; ,1,{}
4237,B.K.C. Muruga Konar (Dead) By Lrs. ... vs V. Setha Kone & Ors,"Kania, M.H.","1 September, 1989"," 1989 AIR 2102, 1989 SCR  SUPL. (1)	1","Section 6 in the Charitable Endowments Act, 1890 ; Section 5 in the Charitable Endowments Act, 1890 ; ",0,"{'b] sri vedagiri laxmi narasimha swami temple v. induru pattabhirami reddy ': 1.0, 'in sri vedagiri laxmi narasimha swami temple v. induru pattabhirami reddy ': 1.0}"
4238,Smt. Kazi Najmunissa Begum vs Yusuf Khan & Ors,"Saikia, K.N. (J)","21 September, 1989"," 1989 AIR 2289, 1989 SCR  SUPL. (1) 217",Article 3 in The Constitution Of India 1949 ; ,0,{'e] latchaiah v. subrahmanyam ': 1.0}
4239,Bhat Kalidas Shamji (Dead) By ... vs P.J. Pathak & Ors,"Kania, M.H.","8 September, 1989"," 1989 AIR 2214, 1989 SCR  SUPL. (1)  78",,0,{}
4240,Ajit Singh vs Chief Election Commissioner Of ...,"Ahmadi, A.M. (J)","26 September, 1989"," 1989 AIR 2255, 1989 SCR  SUPL. (1) 249",Article 324 in The Constitution Of India 1949 ; Article 309 in The Constitution Of India 1949 ; Article 136 in The Constitution Of India 1949 ; ,0,{}
4241,"Collector Of Customs, Bangalore vs M/S. Western India Plywood Mfg. ...","S Ranganathan, K Singh","26 September, 1989"," AIR 1990 SC 755, 1989 (44) ELT 595 SC, JT 1989 (4) SC 389, 1989 (2) SCALE 927, 1989 SUPP (2) SCC 515, 1989 SUPP 1 SCR 779","Section 25 in the Customs Act, 1962 ; ",1,{}
4242,V. Parukutty Mannadissiar & Anr vs State Of Kerala & Ors,Misra Rangnath,"5 September, 1989"," 1990 AIR  817, 1989 SCR  SUPL. (1)  37","Section 2 in The Land Acquisition Act, 1894 ; ",1,{}
4243,Tek Chand vs Sat Narayan,"Mukharji, Sabyasachi (J)","14 September, 1989"," 1989 SCR, SUPL. (1) 121  JT 1989 (3)	740","Section 1 in The Election Laws (Amendment) Act, 2003 ; ",1,{'atma ram mittal v. ishwar singh punia ': 1.0}
4244,"Shivalik Agro Ply Products vs Collector Of Customs, Bombay","B Ray, M . Sabyasachi","13 September, 1989"," 1989 (25) ECR 469 SC, 1989 (43) ELT 803 SC, JT 1989 (3) SC 636, 1989 (2) SCALE 536, (1989) 4 SCC 80","Section 14 in the Customs Act, 1962 ; ",0,{}
4245,Laxmichand Bhagaji vs Union Of India (Uoi) And Ors.,"L Sharma, T Thommen","12 September, 1989"," JT 1989 (3) SC 622, 1989 (2) SCALE 539, 1989 SUPP (2) SCC 124, 1989 (2) UJ 477 SC","Section 6 in The Land Acquisition Act, 1894 ; Section 4 in The Land Acquisition Act, 1894 ; ",0,{}
4246,Habib Fatima And Ors. vs Mohd. Shafi,"L Sharma, T Thommen","22 September, 1989"," AIR 1989 SC 2191, JT 1989 (3) SC 715, 1989 (2) SCALE 599, 1989 SUPP (2) SCC 434, 1989 (2) UJ 508 SC",,0,{}
4247,Bindeshwari Ram vs State Of Bihar & Ors,"Ojha, N.D. (J)","19 September, 1989"," 1989 SCR, SUPL. (1) 201  1989 SCC  (4) 465",Article 309 in The Constitution Of India 1949 ; ,0,{}
4248,Supreme Court Legal Aid Committee vs Union Of India & Ors,Misra Rangnath,"5 September, 1989"," 1989 AIR 1278, 1989 SCR  (2)	 60",Article 32 in The Constitution Of India 1949 ; ,0,{}
4249,Union Of India (Uoi) vs Kimat Rai And Ors.,"Misra Rangnath(that is the writ petitioner before the High Court),(Legal),","21 September, 1989"," JT 1989 SUPPL 1 SC 257, 1989 (2) SCALE 550, 1989 SUPP (2) SCC 102, 1989 (2) UJ 511 SC",Article 226 in The Constitution Of India 1949 ; ,0,{}
4250,Bimla Devi And Ors. vs Union Of India (Uoi) And Ors.,"L Sharma, T Thommen","12 September, 1989"," AIR 1990 SC 449, JT 1989 (3) SC 623, 1989 (2) SCALE 570, 1989 SUPP (2) SCC 454, 1989 (2) UJ 513 SC","Section 6 in The Land Acquisition Act, 1894 ; Section 4 in The Land Acquisition Act, 1894 ; ",0,{}
4251,"Collector Of Customs, Bangalore ... vs M/S. Hansur Plywood Works And ...","S Ranganathan, K Singh","26 September, 1989"," AIR 1990 SC 759, 1992 (61) ELT 4 SC, JT 1989 (4) SC 393, 1989 (2) SCALE 930, 1989 SUPP (2) SCC 520, 1989 SUPP 1 SCR 775","Section 5 in The Customs Tariff Act, 1975 ; ",0,{'collector of customs v. western india plywood manufacturing co. ltd ': 1.0}
4252,"Balram And Others, Etc. Etc. vs State Of M. P. Etc.","R Misra, M Venkatachaliah","26 September, 1989"," AIR 1990 SC 44, JT 1989 (3) SC 735, 1989 SUPP (2) SCC 195, 1989 (2) UJ 575 SC",,0,{}
4253,Rural Litigation And Entitlement ... vs State Of U.P. And Ors.,"M Venkatachaliah, R Misra","29 September, 1989"," JT 1988 (4) SC 710, 1988 (2) SCALE 493, 1989 SUPP (2) SCC 384",,0,{}
4254,Goodyear India Ltd. Etc. Etc vs State Of Haryana & Anr. Etc. Etc,"Mukharji, Sabyasachi (J)","19 October, 1989"," 1990 AIR  781, 1989 SCR  SUPL. (1) 510","Section 9 in the Central Sales Tax Act, 1956 ; Article 301 in The Constitution Of India 1949 ; ",0,"{'tata iron & steel co. v. state of bihar ': 0.8, 'bata india ltd. v. state of haryana & anr ': 0.8, 'des raj pushap kumar gulati v. the state of punjab ': 0.8, 'yusuf shabeer & ors. v. state of kerala & ors ': 0.8, 'coffee board v. commissioner of commercial taxes & ors ': 0.8, 'coffee board, karnataka v. commissioner of commercial taxes, karnataka ': 0.8, 'state of tamil nadu v. m.k. kandaswami ': 0.8, 'ganesh prasad dixit v. commissioner of sales tax, m.p ': 0.8, 'malabar fruit & company v. sales tax officer, pallai ': 0.8, 'shri prithvi cotton mills ltd. v. broach borough munici ': 0.8, 'dy. commissioner of sales tax (law) board of revenue (taxes) v. m/s thomas stephen & co. ltd. quilon ': 0.8, 'm/s guruswamy & co. v. state of mysore ': 0.8, 'kedar nath jute mfg. co. ltd. v. c.i.t ': 0.8, 'state of m.p. v. shyam charan shukla ': 0.8, 'r.c. jail v. union of india ': 0.8, 'union of india v. bombay tyre international ltd ': 0.8, 'state of karnataka v. shri ranganatha reddy ': 0.8, 'wipro products v. state of maharashtra ': 0.8, 'e] atiabari tea co. ltd. v. the state of assam & ors ': 0.8, 'the automobile transport (rajasthan) ltd. v. the state of rajasthan ': 0.8, 'andhra sugars ltd. v. state of andhra pradesh ': 0.8, 'state of madras v. n.k. nataraja mudaliar ': 1.0, 'state of kerala v. a.b. abdul khadir & ors ': 1.0, 'kalyani stores v. the state of orissa & ors ': 1.0, 'f.c.i. and the province of madras v. m/s boddu paidanna & sons ': 1.0, 'ralla ram v. the province of east punjab ': 1.0, 'kerala state electricity board v. indian aluminium co ': 1.0, 'prafulla kumar mukherjee & ors. v. bank of commerce ': 1.0, 'chatturam & ors. v. c.i.t., bihar ': 1.0, 'r.r. engineering co. v. zila parishad bareilly & anr ': 1.0, 'navnitlal c. javeri v. k.k. sen, appellate asstt ': 1.0, 'c.s.t., u.p. v. the modi sugar mills ltd ': 1.0, 'the state of orissa v. sudhansu sekhar misra & ors ': 1.0, 'rajput ruda maha & ors. v. state of gujarat ': 1.0, 'ferred to. state of tamil nadu v. kandaswami ': 1.0, 'goodyear india ltd. v. the state of haryana & anr ': 1.0, 'the state of tamil nadu v. m.k. kandaswami ': 1.0, 'bata india ltd. v. the state of haryana & anr ': 1.0, 'khyerbari tea co. ltd. v. state of assam ': 1.0, 'navinchandra mafatlal v. the commissioner of income-tax, bombay city ': 1.0, 'waverly jute mills co. ltd. v. raymon & co ': 1.0, 'des raj pushap 533 kumar gulati v. the state of punjab & anr.. this ': 1.0, 'the province of madras v. m/s. boddu paidanna & sons ': 1.0, 'the state of tamil nadu v. kandaswami ': 1.0, 'malabar fruit products co. v. the sales tax officer, palai ': 1.0, 'c.s.t.u.p. v. the modi sugar mills ltd ': 1.0, 'baidyanath ayurved bhawan (p) ltd., jhansi v. excise commissioner, u.p. & ors ': 1.0, 'the tata iron & steel co. ltd. v. the state of bihar ': 1.0, 'the coffee board v. commissioner of commercial taxes & ors ': 1.0, 'see shri prithvi cotton mills ltd. v. broach borough municipali ': 1.0, 'dy. commissioner of sales tax (law), board of revenue (taxes) v. m/s. thomas stephen & co. ltd., quilon ': 1.0, 'bata co. ltd. v. state of haryana ': 1.0, 'm/s. guruswarny & co. v. state of mysore ': 1.0, 'kedarnath jute mfg. co. ltd. v. commissioner of income-tax (central), calcutta ': 1.0, 'state of madhya pradesh & ors. v. shyama charan shukla ': 1.0, 'see commissioner of wealth-tax, bihar & orissa v. kripashankar dayashankar worah ': 1.0, 'see kerala state electricity board v. indian aluminium co ': 1.0, 'prafulla kumar mukherjee & ors. v. bank of commerce ltd ': 1.0, 'm/s. wipro products ltd. v. state of maharashtra & anr ': 1.0, 'andhra sugars ltd. & anr. v. state ': 1.0}"
4255,Padala Veera Reddy vs State Of Andhra Pradesh And Others,"M Dutt, S Pandian, V Ramaswamy","26 October, 1989"," AIR 1990 SC 79, 1990 (1) UJ 137 SC",Section 34 in The Indian Penal Code ; Section 201 in The Indian Penal Code ; Section 302 in The Indian Penal Code ; ,0,"{'see gambhir v. state of maharashtra ': 0.8, 'rama nand and ors. v. state of himachal pradesh ': 0.8, 'prem thakur v. state of punjab ': 0.8, 'balvinder singh v. state of punjab ': 1.0, 'palvinder kaur v. the state of punjab ': 1.0, 'in chandrakant ganpat sovitkar and anr. v. state of maharashtra ': 1.0, 'in sharad birdhichand sarda v. state of maharashtra ': 1.0}"
4256,Synthetics & Chemicals Ltd. Etc vs State Of U.P. And Ors,"Venkataramiah, E.S. (Cj), Mukharji, Sabyasachi (J), Misra Rangnath, Oza, G.L. (J) Ray, B.C. (J), Singh, K.N. (J) Natrajan, S. (J)","25 October, 1989"," 1990 AIR 1927, 1989 SCR  SUPL. (1) 623",Article 47 in The Constitution Of India 1949 ; Article 21 in The Constitution Of India 1949 ; Article 277 in The Constitution Of India 1949 ; ,0,"{'d] m.p.v. sundararamier & co. v. state of a.p ': 0.8, 'state of bombay & anr. v. f.n. balsara ': 0.8, 'sakti oushadhalaya dacca (p) ltd. v. union of india ': 0.8, 'state of mysore v. s.d. cawasji & co. & ors ': 0.8, 'inspector of taxes v. australian mutual provident society ': 0.8, 'k.k. narula v. state of j & k ': 0.8, 'state of west bengal v. subodh gopal & ors ': 0.8, '604 and kameshwar prasad & ors. v. the state of bihar & anr ': 0.8, 'c] indian mica and micanite industries v. state of bihar ': 0.8, 'calcutta gas co. (proprietory) ltd. v. the state of west bengal ': 0.8, 'sheopatrai & ors. v. state of u. p ': 0.8, 'town municipal committee, amraoti v. ramachandra vasudeo chimote & anr ': 1.0, 'coo- verjee b. bharucha v. the excise commissioner and the chief commissioner ': 1.0, 'state of u.p v. synthetics & chemicals ': 1.0, 'cooverjee b. bharucha v. the excise commissioner and the chief commissioner, ajmer ': 1.0, 'state of assam v. a.m. kidwai, commis ': 1.0, 'nagendra nath bora and anr. v. the commissioner of hills division and appeals, assam ': 1.0, 'amar chandra chakraborty v. collector of excise, govt. of tripura & ors ': 1.0, 'state of bombay v. r.m.d. chamarbaugwala ': 1.0, 'state of orissa & ors. v. harinarayan jaiswal and ors ': 1.0, 'indian mica & micanite industries ltd. v. state of bihar & ors ': 1.0, 'cooverjee b. bharucha v. the excise commissioner and the chief commissioner, ajmer & ors ': 1.0, 'state of west bengal v. subodh gopal bose & ors ': 1.0, 'indian mica and micanite industries ltd. v. state of bihar & ors ': 1.0, 'in indian mica & micanite india v. state of bihar ': 1.0, 'sakti oushadhalaya dacca (p) 676 ltd. and ors. v. union of india ': 1.0, 'in state of mysore v. s.d. cawasji & co. & ors ': 1.0, 'm.p.v. sundararamier & co. v. the state of andhra pradesh & anr ': 1.0, 'inspector of taxes v. australian mutual provident socie ': 1.0, 'm/s guruswamy v. state of my ': 1.0}"
